id,name,model,gender,language,style,description
gemini-flash-laomedeia-japanese,Laomedeia,google/gemini-2.5-flash-preview-tts,female,japanese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-korean,Laomedeia,google/gemini-2.5-flash-preview-tts,female,korean,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-portuguese,Laomedeia,google/gemini-2.5-flash-preview-tts,female,portuguese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-russian,Laomedeia,google/gemini-2.5-flash-preview-tts,female,russian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-dutch,Laomedeia,google/gemini-2.5-flash-preview-tts,female,dutch,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-polish,Laomedeia,google/gemini-2.5-flash-preview-tts,female,polish,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-thai,Laomedeia,google/gemini-2.5-flash-preview-tts,female,thai,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-turkish,Laomedeia,google/gemini-2.5-flash-preview-tts,female,turkish,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-vietnamese,Laomedeia,google/gemini-2.5-flash-preview-tts,female,vietnamese,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-romanian,Laomedeia,google/gemini-2.5-flash-preview-tts,female,romanian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-ukrainian,Laomedeia,google/gemini-2.5-flash-preview-tts,female,ukrainian,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-bengali,Laomedeia,google/gemini-2.5-flash-preview-tts,female,bengali,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-marathi,Laomedeia,google/gemini-2.5-flash-preview-tts,female,marathi,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-tamil,Laomedeia,google/gemini-2.5-flash-preview-tts,female,tamil,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-laomedeia-telugu,Laomedeia,google/gemini-2.5-flash-preview-tts,female,telugu,upbeat,Clear conversational female voice; inquisitive and exploratory
gemini-flash-achernar-chinese,Achernar,google/gemini-2.5-flash-preview-tts,female,chinese,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-arabic,Achernar,google/gemini-2.5-flash-preview-tts,female,arabic,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-german,Achernar,google/gemini-2.5-flash-preview-tts,female,german,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-english,Achernar,google/gemini-2.5-flash-preview-tts,female,english,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-spanish,Achernar,google/gemini-2.5-flash-preview-tts,female,spanish,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-french,Achernar,google/gemini-2.5-flash-preview-tts,female,french,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-hindi,Achernar,google/gemini-2.5-flash-preview-tts,female,hindi,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-indonesian,Achernar,google/gemini-2.5-flash-preview-tts,female,indonesian,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-italian,Achernar,google/gemini-2.5-flash-preview-tts,female,italian,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-japanese,Achernar,google/gemini-2.5-flash-preview-tts,female,japanese,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-korean,Achernar,google/gemini-2.5-flash-preview-tts,female,korean,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-portuguese,Achernar,google/gemini-2.5-flash-preview-tts,female,portuguese,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-russian,Achernar,google/gemini-2.5-flash-preview-tts,female,russian,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-dutch,Achernar,google/gemini-2.5-flash-preview-tts,female,dutch,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-polish,Achernar,google/gemini-2.5-flash-preview-tts,female,polish,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-thai,Achernar,google/gemini-2.5-flash-preview-tts,female,thai,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-turkish,Achernar,google/gemini-2.5-flash-preview-tts,female,turkish,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-vietnamese,Achernar,google/gemini-2.5-flash-preview-tts,female,vietnamese,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-romanian,Achernar,google/gemini-2.5-flash-preview-tts,female,romanian,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-ukrainian,Achernar,google/gemini-2.5-flash-preview-tts,female,ukrainian,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-bengali,Achernar,google/gemini-2.5-flash-preview-tts,female,bengali,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-marathi,Achernar,google/gemini-2.5-flash-preview-tts,female,marathi,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-tamil,Achernar,google/gemini-2.5-flash-preview-tts,female,tamil,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-achernar-telugu,Achernar,google/gemini-2.5-flash-preview-tts,female,telugu,soft,Clear mid-range female voice; friendly and captivating
gemini-flash-alnilam-chinese,Alnilam,google/gemini-2.5-flash-preview-tts,male,chinese,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-arabic,Alnilam,google/gemini-2.5-flash-preview-tts,male,arabic,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-german,Alnilam,google/gemini-2.5-flash-preview-tts,male,german,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-english,Alnilam,google/gemini-2.5-flash-preview-tts,male,english,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-spanish,Alnilam,google/gemini-2.5-flash-preview-tts,male,spanish,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-french,Alnilam,google/gemini-2.5-flash-preview-tts,male,french,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-hindi,Alnilam,google/gemini-2.5-flash-preview-tts,male,hindi,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-indonesian,Alnilam,google/gemini-2.5-flash-preview-tts,male,indonesian,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-italian,Alnilam,google/gemini-2.5-flash-preview-tts,male,italian,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-japanese,Alnilam,google/gemini-2.5-flash-preview-tts,male,japanese,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-korean,Alnilam,google/gemini-2.5-flash-preview-tts,male,korean,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-portuguese,Alnilam,google/gemini-2.5-flash-preview-tts,male,portuguese,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-russian,Alnilam,google/gemini-2.5-flash-preview-tts,male,russian,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-dutch,Alnilam,google/gemini-2.5-flash-preview-tts,male,dutch,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-polish,Alnilam,google/gemini-2.5-flash-preview-tts,male,polish,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-thai,Alnilam,google/gemini-2.5-flash-preview-tts,male,thai,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-turkish,Alnilam,google/gemini-2.5-flash-preview-tts,male,turkish,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-vietnamese,Alnilam,google/gemini-2.5-flash-preview-tts,male,vietnamese,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-romanian,Alnilam,google/gemini-2.5-flash-preview-tts,male,romanian,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-ukrainian,Alnilam,google/gemini-2.5-flash-preview-tts,male,ukrainian,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-bengali,Alnilam,google/gemini-2.5-flash-preview-tts,male,bengali,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-marathi,Alnilam,google/gemini-2.5-flash-preview-tts,male,marathi,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-tamil,Alnilam,google/gemini-2.5-flash-preview-tts,male,tamil,firm,Energetic male voice conveying excitement and clarity
gemini-flash-alnilam-telugu,Alnilam,google/gemini-2.5-flash-preview-tts,male,telugu,firm,Energetic male voice conveying excitement and clarity
gemini-flash-schedar-chinese,Schedar,google/gemini-2.5-flash-preview-tts,male,chinese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-arabic,Schedar,google/gemini-2.5-flash-preview-tts,male,arabic,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-german,Schedar,google/gemini-2.5-flash-preview-tts,male,german,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-english,Schedar,google/gemini-2.5-flash-preview-tts,male,english,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-spanish,Schedar,google/gemini-2.5-flash-preview-tts,male,spanish,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-french,Schedar,google/gemini-2.5-flash-preview-tts,male,french,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-hindi,Schedar,google/gemini-2.5-flash-preview-tts,male,hindi,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-indonesian,Schedar,google/gemini-2.5-flash-preview-tts,male,indonesian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-italian,Schedar,google/gemini-2.5-flash-preview-tts,male,italian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-japanese,Schedar,google/gemini-2.5-flash-preview-tts,male,japanese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-korean,Schedar,google/gemini-2.5-flash-preview-tts,male,korean,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-portuguese,Schedar,google/gemini-2.5-flash-preview-tts,male,portuguese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-russian,Schedar,google/gemini-2.5-flash-preview-tts,male,russian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-dutch,Schedar,google/gemini-2.5-flash-preview-tts,male,dutch,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-polish,Schedar,google/gemini-2.5-flash-preview-tts,male,polish,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-thai,Schedar,google/gemini-2.5-flash-preview-tts,male,thai,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-turkish,Schedar,google/gemini-2.5-flash-preview-tts,male,turkish,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-vietnamese,Schedar,google/gemini-2.5-flash-preview-tts,male,vietnamese,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-romanian,Schedar,google/gemini-2.5-flash-preview-tts,male,romanian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-ukrainian,Schedar,google/gemini-2.5-flash-preview-tts,male,ukrainian,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-bengali,Schedar,google/gemini-2.5-flash-preview-tts,male,bengali,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-marathi,Schedar,google/gemini-2.5-flash-preview-tts,male,marathi,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-tamil,Schedar,google/gemini-2.5-flash-preview-tts,male,tamil,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-schedar-telugu,Schedar,google/gemini-2.5-flash-preview-tts,male,telugu,even,Friendly; informal male voice; approachable and down-to-earth
gemini-flash-gacrux-chinese,Gacrux,google/gemini-2.5-flash-preview-tts,female,chinese,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-flash-gacrux-arabic,Gacrux,google/gemini-2.5-flash-preview-tts,female,arabic,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-flash-gacrux-german,Gacrux,google/gemini-2.5-flash-preview-tts,female,german,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-flash-gacrux-english,Gacrux,google/gemini-2.5-flash-preview-tts,female,english,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-flash-gacrux-spanish,Gacrux,google/gemini-2.5-flash-preview-tts,female,spanish,mature,Fluent; confident female voice showcasing experience and knowledge
gemini-flash-gacrux-french,Gacrux,google/gemini-2.5-flash-preview-tts,female,french,mature,Fluent; confident female voice showcasing experience and knowledge
